invoice_id,client_id,due_date,paid_date,amount
INV00519,C007,2020-10-07,2020-10-29,5187.03
INV00520,C008,2020-09-30,2020-10-09,10854.54
INV00521,C010,2020-09-25,2020-10-24,8521.73
INV00522,C011,2020-10-19,2020-11-02,7966.07
INV00523,C012,2020-09-11,2020-10-16,12124.04
INV00524,C014,2020-09-19,2020-10-30,4516.0
INV00525,C014,2020-09-27,2020-11-03,6774.0
INV00526,C016,2020-10-05,2020-10-31,5060.1
INV00527,C017,2020-09-28,2020-11-07,6106.16
INV00528,C018,2020-10-18,2020-11-07,2784.27
INV00529,C018,2020-11-03,2020-11-11,4176.41
INV00530,C019,2020-09-12,2020-10-15,6000.24
INV00531,C021,2020-10-03,2020-10-11,6363.49
INV00532,C025,2020-10-09,2020-11-06,3199.5
INV00533,C025,2020-10-18,2020-11-10,4799.25
INV00534,C032,2020-10-03,2020-10-25,1530.03
INV00535,C034,2020-09-27,2020-10-22,1598.74
INV00536,C035,2020-10-05,2020-11-06,2539.87
INV00537,C036,2020-10-20,2020-11-14,9061.49
INV00538,C037,2020-09-26,2020-10-04,687.71
INV00539,C037,2020-09-14,2020-10-08,1031.57
INV00540,C039,2020-10-01,2020-11-03,1306.78
INV00541,C040,2020-10-01,2020-11-10,915.66
INV00542,C040,2020-10-29,2020-11-14,1373.49
INV00543,C042,2020-10-14,2020-11-04,9626.97
INV00544,C044,2020-10-10,2020-10-24,10094.3
INV00545,C045,2020-10-02,2020-11-11,10366.37
INV00546,C046,2020-09-20,2020-10-28,3488.9
INV00547,C046,2020-10-16,2020-11-01,5233.36
INV00548,C048,2020-09-26,2020-11-04,10006.43
INV00549,C055,2020-09-08,2020-10-12,372.27
INV00550,C057,2020-10-05,2020-10-31,13906.76
INV00551,C058,2020-10-08,2020-11-02,937.37
INV00552,C058,2020-09-26,2020-11-06,1406.06
INV00553,C059,2020-09-27,2020-10-11,7108.37
INV00554,C065,2020-08-28,2020-10-05,774.5
INV00555,C065,2020-09-17,2020-10-09,1161.76
INV00556,C067,2020-09-20,2020-10-02,10077.71
INV00557,C068,2020-09-02,2020-10-13,8730.11
INV00558,C075,2020-09-06,2020-10-03,8342.21
INV00559,C082,2020-10-08,2020-10-31,4382.31
INV00560,C084,2020-09-28,2020-10-24,15826.58
INV00561,C088,2020-11-06,2020-11-15,1549.55
INV00562,C092,2020-09-05,2020-10-02,8830.78
INV00563,C097,2020-09-10,2020-10-23,2516.59
INV00564,C099,2020-09-25,2020-10-14,14302.8
INV00565,C100,2020-09-26,2020-10-16,4875.12
INV00566,C001,2020-10-15,2020-11-08,10425.3
INV00567,C002,2020-10-01,2020-11-06,6566.73
INV00568,C003,2020-11-06,2020-11-14,1631.96
INV00569,C004,2020-11-05,2020-11-27,3874.7
INV00570,C005,2020-10-18,2020-11-18,2857.17
INV00571,C006,2020-11-23,2020-12-08,328.6
INV00572,C006,2020-11-15,2020-12-12,492.89
INV00573,C006,2020-11-06,2020-12-08,821.49
INV00574,C007,2020-10-29,2020-11-26,8407.53
INV00575,C008,2020-10-20,2020-11-26,10202.57
INV00576,C009,2020-10-02,2020-11-12,8345.37
INV00577,C010,2020-10-31,2020-11-23,3466.12
INV00578,C010,2020-10-17,2020-11-27,5199.18
INV00579,C011,2020-11-16,2020-12-02,9290.78
INV00580,C012,2020-11-25,2020-12-14,8005.16
INV00581,C014,2020-11-25,2020-12-03,14326.71
INV00582,C015,2020-10-21,2020-11-13,6459.89
INV00583,C016,2020-10-15,2020-11-08,4643.85
INV00584,C017,2020-09-29,2020-11-04,13205.36
INV00585,C018,2020-10-21,2020-11-08,6538.51
INV00586,C019,2020-10-28,2020-11-04,8515.77
INV00587,C021,2020-10-18,2020-11-26,3235.68
INV00588,C023,2020-11-04,2020-12-13,10456.4
INV00589,C025,2020-11-11,2020-12-07,7323.16
INV00590,C026,2020-10-30,2020-11-08,6663.72
INV00591,C027,2020-11-03,2020-11-11,5774.44
INV00592,C031,2020-10-08,2020-11-16,1722.4
INV00593,C033,2020-11-05,2020-11-17,9026.07
INV00594,C034,2020-11-17,2020-12-09,1509.98
INV00595,C036,2020-11-13,2020-12-05,7961.05
INV00596,C037,2020-10-23,2020-11-13,2898.19
INV00597,C039,2020-10-25,2020-12-06,1162.98
INV00598,C040,2020-11-02,2020-11-20,2246.91
INV00599,C043,2020-11-13,2020-12-04,832.11
INV00600,C043,2020-11-20,2020-12-08,1248.16
INV00601,C046,2020-11-26,2020-12-15,6859.54
INV00602,C047,2020-10-12,2020-11-23,8063.97
INV00603,C047,2020-10-26,2020-11-23,8063.97
INV00604,C049,2020-10-11,2020-11-02,2297.04
INV00605,C049,2020-10-28,2020-11-06,3445.56
INV00606,C050,2020-10-06,2020-11-13,8434.72
INV00607,C060,2020-10-27,2020-11-09,5076.09
INV00608,C065,2020-10-02,2020-11-10,1822.95
INV00609,C071,2020-10-24,2020-12-06,10448.7
INV00610,C075,2020-10-28,2020-11-09,6552.98
INV00611,C082,2020-10-08,2020-11-12,4851.02
INV00612,C082,2020-10-13,2020-11-16,7276.53
INV00613,C088,2020-10-07,2020-11-18,1057.41
INV00614,C088,2020-10-15,2020-11-22,1586.11
INV00615,C089,2020-09-20,2020-11-03,1260.71
INV00616,C089,2020-10-02,2020-11-07,1891.06
INV00617,C100,2020-11-21,2020-12-12,1278.88
INV00618,C001,2020-12-13,2020-12-28,10764.91
INV00619,C002,2020-11-05,2020-12-14,4523.66
INV00620,C002,2020-12-05,2020-12-18,6785.49
INV00621,C003,2020-11-20,2020-12-26,682.37
INV00622,C003,2020-11-26,2020-12-30,1023.55
INV00623,C004,2020-12-19,2021-01-01,4066.62
INV00624,C005,2020-11-27,2020-12-08,2733.83
INV00625,C006,2020-11-20,2020-12-19,800.14
INV00626,C007,2020-12-10,2021-01-07,8658.16
INV00627,C008,2020-11-28,2020-12-30,4039.77
INV00628,C008,2020-12-12,2021-01-03,6059.66
INV00629,C009,2020-11-07,2020-12-14,8013.63
INV00630,C010,2020-12-09,2021-01-03,3628.86
INV00631,C010,2020-12-15,2021-01-07,5443.28
INV00632,C012,2020-11-26,2021-01-10,5724.66
INV00633,C016,2020-12-01,2021-01-07,6855.97
INV00634,C017,2020-11-07,2020-12-16,6913.16
INV00635,C018,2020-12-11,2020-12-31,10711.78
INV00636,C020,2020-12-05,2020-12-30,1522.89
INV00637,C020,2020-12-02,2021-01-03,2284.33
INV00638,C022,2020-12-07,2020-12-17,8532.14
INV00639,C023,2020-11-27,2021-01-07,6526.91
INV00640,C025,2020-11-27,2020-12-15,7549.77
INV00641,C026,2020-12-04,2020-12-20,6513.56
INV00642,C027,2020-11-24,2021-01-04,5082.78
INV00643,C028,2020-11-05,2020-12-20,8687.12
INV00644,C029,2020-10-27,2020-12-06,3886.16
INV00645,C029,2020-11-10,2020-12-10,5829.24
INV00646,C030,2020-12-20,2020-12-30,9151.25
INV00647,C035,2020-11-05,2020-12-17,2383.8
INV00648,C036,2020-10-20,2020-12-03,6644.07
INV00649,C037,2020-11-17,2020-12-24,1504.61
INV00650,C038,2020-12-26,2021-01-10,8555.4
INV00651,C039,2020-11-21,2020-12-03,1603.15
INV00652,C040,2020-11-25,2020-12-14,426.07
INV00653,C040,2020-11-30,2020-12-18,639.1
INV00654,C041,2020-12-18,2020-12-28,2719.52
INV00655,C042,2020-11-07,2020-12-02,3433.04
INV00656,C044,2020-11-17,2020-12-14,11423.69
INV00657,C045,2020-12-06,2021-01-07,5390.56
INV00658,C049,2020-12-10,2020-12-22,3083.14
INV00659,C050,2020-11-04,2020-12-12,2626.49
INV00660,C050,2020-12-07,2020-12-16,3939.74
INV00661,C051,2020-12-22,2021-01-07,2620.2
INV00662,C055,2020-11-29,2021-01-08,810.02
INV00663,C055,2020-12-28,2021-01-12,1215.04
INV00664,C057,2020-11-08,2020-12-04,13600.75
INV00665,C063,2020-12-14,2021-01-03,2178.4
INV00666,C064,2020-12-10,2021-01-05,956.59
INV00667,C064,2020-12-22,2021-01-09,1434.89
INV00668,C071,2020-11-15,2020-12-25,8507.4
INV00669,C077,2020-11-19,2020-12-14,2603.15
INV00670,C078,2020-11-07,2020-12-02,1720.59
INV00671,C088,2020-11-24,2020-12-30,1069.2
INV00672,C088,2020-12-23,2021-01-03,1603.8
INV00673,C094,2020-11-30,2020-12-08,11543.82
INV00674,C001,2021-01-26,2021-02-04,10833.11
INV00675,C002,2021-01-18,2021-02-07,10451.01
INV00676,C003,2021-01-07,2021-02-01,1670.34
INV00677,C004,2021-01-06,2021-01-28,3926.18
INV00678,C005,2020-12-08,2021-01-04,2860.71
INV00679,C006,2020-12-18,2021-01-07,821.41
INV00680,C007,2021-01-31,2021-02-14,3284.4
INV00681,C007,2021-02-02,2021-02-18,4926.61
INV00682,C008,2020-12-23,2021-01-04,10175.57
INV00683,C009,2020-12-18,2021-01-08,3251.78
INV00684,C009,2020-12-19,2021-01-12,4877.67
INV00685,C010,2020-12-25,2021-01-02,8761.44
INV00686,C011,2021-01-13,2021-02-04,4704.66
INV00687,C011,2021-01-01,2021-02-08,7056.99
INV00688,C015,2021-01-01,2021-02-04,2553.09
INV00689,C015,2021-01-01,2021-02-08,3829.64
INV00690,C016,2021-01-25,2021-02-15,4929.14
INV00691,C017,2021-01-12,2021-02-07,5455.59
INV00692,C017,2020-12-30,2021-02-11,8183.38
INV00693,C018,2021-01-16,2021-02-09,5255.45
INV00694,C019,2021-01-05,2021-01-16,9399.71
INV00695,C027,2020-12-19,2021-01-28,3684.73
INV00696,C028,2020-12-18,2021-01-15,3236.61
INV00697,C028,2020-12-15,2021-01-19,4854.91
INV00698,C031,2020-12-18,2021-01-25,2064.68
INV00699,C032,2021-01-06,2021-01-19,342.22
INV00700,C032,2020-12-30,2021-01-23,513.33
INV00701,C034,2020-12-26,2021-01-07,1180.19
INV00702,C035,2020-12-24,2021-02-02,2897.74
INV00703,C036,2021-01-21,2021-02-12,8087.16
INV00704,C038,2020-12-21,2021-01-22,5055.11
INV00705,C043,2020-12-04,2021-01-12,1626.04
INV00706,C045,2021-01-13,2021-02-15,8516.02
INV00707,C047,2021-01-26,2021-02-04,7823.24
INV00708,C049,2021-01-12,2021-01-23,2108.49
INV00709,C049,2020-12-29,2021-01-27,3162.74
INV00710,C050,2020-12-18,2021-01-20,4619.76
INV00711,C050,2020-12-27,2021-01-24,6929.64
INV00712,C055,2020-12-15,2021-01-19,663.45
INV00713,C057,2020-12-27,2021-01-17,15697.12
INV00714,C057,2020-12-24,2021-01-17,15697.12
INV00715,C059,2020-12-14,2021-01-16,14115.36
INV00716,C065,2021-01-10,2021-01-31,1972.74
INV00717,C080,2021-01-25,2021-02-10,2523.65
INV00718,C083,2021-01-18,2021-02-07,3245.6
INV00719,C087,2021-01-09,2021-01-19,1140.06
INV00720,C087,2021-01-08,2021-01-23,1710.08
INV00721,C091,2020-12-19,2021-02-01,486.37
INV00722,C091,2021-01-08,2021-02-05,729.56
INV00723,C093,2020-12-11,2021-01-24,4232.43
INV00724,C095,2021-01-07,2021-01-18,208.28
INV00725,C095,2021-01-11,2021-01-22,312.41
INV00726,C099,2021-01-15,2021-01-28,17492.52
INV00727,C001,2021-03-01,2021-03-09,10449.63
INV00728,C002,2021-02-24,2021-03-04,10764.29
INV00729,C003,2021-02-19,2021-03-06,1628.8
INV00730,C004,2021-01-27,2021-02-15,2284.03
INV00731,C005,2021-02-02,2021-02-28,1117.63
INV00732,C005,2021-02-02,2021-03-04,1676.45
INV00733,C006,2021-01-31,2021-02-28,811.06
INV00734,C007,2021-01-16,2021-02-08,8835.46
INV00735,C008,2021-01-17,2021-02-26,10728.55
INV00736,C009,2021-01-19,2021-02-27,3233.04
INV00737,C009,2021-01-25,2021-03-03,4849.56
INV00738,C010,2020-12-26,2021-02-08,8427.17
INV00739,C012,2020-12-31,2021-02-14,6654.33
INV00740,C013,2021-02-23,2021-03-04,538.39
INV00741,C013,2021-03-01,2021-03-08,807.59
INV00742,C015,2021-02-04,2021-03-18,5792.24
INV00743,C016,2021-01-30,2021-03-15,7607.24
INV00744,C021,2021-02-22,2021-03-16,5007.2
INV00745,C024,2021-01-20,2021-02-09,3089.71
INV00746,C024,2021-01-02,2021-02-13,4634.57
INV00747,C025,2021-01-28,2021-02-21,8325.48
INV00748,C026,2021-02-21,2021-03-04,8184.89
INV00749,C027,2021-01-21,2021-02-18,3249.76
INV00750,C028,2021-01-17,2021-02-09,2649.22
INV00751,C028,2021-02-05,2021-02-13,3973.84
INV00752,C029,2021-01-21,2021-02-04,12118.81
INV00753,C031,2021-01-23,2021-02-13,1681.92
INV00754,C033,2021-02-26,2021-03-14,11606.81
INV00755,C034,2021-02-13,2021-03-04,1710.84
INV00756,C036,2021-01-31,2021-02-28,6641.38
INV00757,C037,2021-02-08,2021-02-24,2183.9
INV00758,C039,2021-01-03,2021-02-07,1331.05
INV00759,C042,2021-02-27,2021-03-06,2852.72
INV00760,C042,2021-01-29,2021-03-10,4279.07
INV00761,C045,2021-02-21,2021-03-09,2931.12
INV00762,C045,2021-01-27,2021-03-13,4396.68
INV00763,C046,2021-01-31,2021-02-15,2507.11
INV00764,C046,2021-01-20,2021-02-19,3760.66
INV00765,C047,2021-01-24,2021-02-03,1721.64
INV00766,C047,2020-12-30,2021-02-07,2582.46
INV00767,C048,2021-01-25,2021-03-01,7939.73
INV00768,C049,2021-02-07,2021-02-16,2903.26
INV00769,C050,2021-01-25,2021-03-06,12708.16
INV00770,C053,2020-12-30,2021-02-08,976.31
INV00771,C054,2021-01-20,2021-02-27,2825.16
INV00772,C058,2021-02-04,2021-03-07,1063.73
INV00773,C058,2021-02-05,2021-03-11,1595.59
INV00774,C064,2021-01-28,2021-02-17,12561.12
INV00775,C067,2021-02-12,2021-03-02,3515.79
INV00776,C067,2021-01-22,2021-03-06,5273.68
INV00777,C070,2021-01-03,2021-02-03,2992.26
INV00778,C074,2020-12-24,2021-02-03,5459.63
INV00779,C076,2021-01-20,2021-02-04,6273.32
INV00780,C076,2021-01-06,2021-02-08,9409.98
INV00781,C077,2021-02-27,2021-03-14,2384.75
INV00782,C080,2021-01-29,2021-02-15,3512.42
INV00783,C080,2021-02-05,2021-02-19,5268.63
INV00784,C083,2021-02-12,2021-03-10,2802.81
INV00785,C083,2021-02-01,2021-03-14,4204.21
INV00786,C085,2021-01-05,2021-02-08,1236.33
INV00787,C088,2021-02-03,2021-03-06,283.77
INV00788,C088,2021-02-13,2021-03-10,425.65
INV00789,C096,2021-01-23,2021-03-08,5840.57
INV00790,C099,2021-02-07,2021-02-16,17096.34
INV00791,C001,2021-01-23,2021-03-08,11167.09
INV00792,C002,2021-02-04,2021-03-16,10841.15
INV00793,C003,2021-03-14,2021-04-03,693.03
INV00794,C003,2021-03-28,2021-04-07,1039.54
INV00795,C004,2021-02-11,2021-03-23,1582.06
INV00796,C004,2021-02-19,2021-03-27,2373.09
INV00797,C005,2021-03-04,2021-04-04,2776.85
INV00798,C006,2021-02-16,2021-03-25,782.81
INV00799,C007,2021-02-07,2021-03-21,8618.75
INV00800,C008,2021-03-10,2021-04-01,10623.9
INV00801,C009,2021-02-23,2021-04-04,3365.92
INV00802,C009,2021-03-24,2021-04-08,5048.87
INV00803,C010,2021-03-13,2021-03-23,8508.15
INV00804,C012,2021-01-18,2021-03-04,4857.9
INV00805,C014,2021-02-06,2021-03-14,13018.48
INV00806,C017,2021-02-15,2021-03-10,7488.1
INV00807,C018,2021-03-08,2021-04-07,2417.3
INV00808,C018,2021-02-28,2021-04-11,3625.95
INV00809,C020,2021-02-28,2021-03-14,4160.47
INV00810,C023,2021-02-23,2021-03-22,12190.27
INV00811,C025,2021-03-03,2021-04-12,11942.91
INV00812,C026,2021-02-19,2021-03-31,5596.6
INV00813,C027,2021-03-03,2021-03-12,4559.04
INV00814,C029,2021-03-24,2021-04-05,6706.41
INV00815,C030,2021-03-12,2021-03-22,7089.34
INV00816,C031,2021-03-02,2021-04-06,1450.38
INV00817,C032,2021-01-19,2021-03-04,1300.39
INV00818,C034,2021-02-16,2021-03-15,686.81
INV00819,C034,2021-02-09,2021-03-19,1030.21
INV00820,C035,2021-03-21,2021-04-13,3963.84
INV00821,C036,2021-03-07,2021-04-12,9951.13
INV00822,C037,2021-02-06,2021-03-14,1034.86
INV00823,C037,2021-03-02,2021-03-18,1552.3
INV00824,C038,2021-02-03,2021-03-10,4335.2
INV00825,C038,2021-02-03,2021-03-14,6502.8
INV00826,C038,2021-02-10,2021-03-10,10838.01
INV00827,C040,2021-02-24,2021-03-10,1310.37
INV00828,C041,2021-03-13,2021-04-11,1258.0
INV00829,C041,2021-03-13,2021-04-15,1887.01
INV00830,C042,2021-03-04,2021-03-12,6738.21
INV00831,C043,2021-02-18,2021-03-08,715.4
INV00832,C043,2021-01-30,2021-03-12,1073.1
INV00833,C045,2021-03-07,2021-04-05,4565.46
INV00834,C045,2021-03-20,2021-04-09,6848.19
INV00835,C046,2021-02-23,2021-03-13,3257.39
INV00836,C046,2021-02-13,2021-03-17,4886.08
INV00837,C059,2021-01-22,2021-03-03,11428.9
INV00838,C062,2021-02-11,2021-03-26,944.59
INV00839,C062,2021-03-23,2021-03-30,1416.89
INV00840,C069,2021-03-23,2021-04-14,2201.25
INV00841,C073,2021-02-16,2021-03-13,16301.37
INV00842,C082,2021-03-16,2021-03-27,9867.88
INV00843,C085,2021-01-20,2021-03-06,7693.56
INV00844,C093,2021-02-28,2021-04-04,9450.71
INV00845,C094,2021-01-31,2021-03-13,12229.08
INV00846,C095,2021-02-24,2021-03-11,1855.22
INV00847,C096,2021-03-25,2021-04-03,1932.03
INV00848,C096,2021-02-22,2021-04-07,2898.04
INV00849,C098,2021-03-03,2021-03-24,7496.64
INV00850,C002,2021-02-20,2021-04-02,11019.3
INV00851,C003,2021-04-10,2021-04-18,1611.78
INV00852,C004,2021-02-28,2021-04-14,4017.93
INV00853,C005,2021-03-17,2021-04-12,2836.5
INV00854,C006,2021-03-27,2021-04-04,775.67
INV00855,C007,2021-03-14,2021-04-07,3291.85
INV00856,C008,2021-03-16,2021-04-27,9831.31
INV00857,C009,2021-03-05,2021-04-09,8642.17
INV00858,C010,2021-03-22,2021-04-03,8643.25
INV00859,C012,2021-03-08,2021-04-22,8557.88
INV00860,C016,2021-02-28,2021-04-12,6776.61
INV00861,C019,2021-04-14,2021-05-12,5986.05
INV00862,C021,2021-03-18,2021-04-29,2995.24
INV00863,C023,2021-04-07,2021-05-05,9182.04
INV00864,C024,2021-03-15,2021-04-11,5764.84
INV00865,C025,2021-04-03,2021-05-07,4782.51
INV00866,C025,2021-04-23,2021-05-11,7173.77
INV00867,C028,2021-04-02,2021-04-29,9634.44
INV00868,C028,2021-04-19,2021-04-29,9634.44
INV00869,C029,2021-03-28,2021-04-27,9516.4
INV00870,C030,2021-03-10,2021-04-14,14671.2
INV00871,C033,2021-04-14,2021-05-11,12612.85
INV00872,C036,2021-03-24,2021-04-27,10787.57
INV00873,C038,2021-03-27,2021-04-07,10593.88
INV00874,C040,2021-03-12,2021-04-26,1148.36
INV00875,C041,2021-04-04,2021-05-11,3242.63
INV00876,C043,2021-04-21,2021-05-11,2303.11
INV00877,C044,2021-04-03,2021-04-20,10355.08
INV00878,C046,2021-03-18,2021-04-08,7728.46
INV00879,C048,2021-02-23,2021-04-09,3569.72
INV00880,C048,2021-03-12,2021-04-13,5354.58
INV00881,C048,2021-03-08,2021-04-09,8924.31
INV00882,C050,2021-03-05,2021-04-14,13070.98
INV00883,C054,2021-04-03,2021-05-15,1861.12
INV00884,C062,2021-04-01,2021-04-26,3522.1
INV00885,C064,2021-02-25,2021-04-04,11399.35
INV00886,C065,2021-04-14,2021-04-25,693.29
INV00887,C068,2021-04-05,2021-04-18,7189.88
INV00888,C073,2021-04-17,2021-05-16,9142.53
INV00889,C075,2021-04-03,2021-05-09,15416.29
INV00890,C078,2021-03-09,2021-04-11,788.97
INV00891,C081,2021-04-03,2021-04-30,5417.81
INV00892,C084,2021-04-05,2021-04-18,9064.54
INV00893,C087,2021-04-03,2021-05-16,5632.39
INV00894,C089,2021-03-04,2021-04-06,12155.9
INV00895,C092,2021-04-21,2021-05-14,688.91
INV00896,C092,2021-04-04,2021-05-18,1033.37
INV00897,C092,2021-04-13,2021-05-14,1722.28
INV00898,C093,2021-03-07,2021-04-17,1291.44
INV00899,C093,2021-03-26,2021-04-21,1937.16
INV00900,C096,2021-03-31,2021-05-12,7239.96
INV00901,C097,2021-05-05,2021-05-12,3812.55
INV00902,C097,2021-04-23,2021-05-16,5718.83
INV00903,C097,2021-04-22,2021-05-12,9531.38
INV00904,C002,2021-05-18,2021-06-13,10429.11
INV00905,C003,2021-04-26,2021-05-23,1615.83
INV00906,C004,2021-05-03,2021-05-31,1606.41
INV00907,C004,2021-05-22,2021-06-04,2409.62
INV00908,C005,2021-04-04,2021-05-13,1135.07
INV00909,C005,2021-04-23,2021-05-17,1702.61
INV00910,C006,2021-04-07,2021-05-20,790.6
INV00911,C007,2021-04-28,2021-05-12,3546.25
INV00912,C007,2021-04-17,2021-05-16,5319.38
INV00913,C008,2021-05-02,2021-05-10,10587.26
INV00914,C009,2021-05-19,2021-05-28,8390.78
INV00915,C010,2021-04-14,2021-05-13,8403.41
INV00916,C015,2021-05-13,2021-05-31,2769.04
INV00917,C015,2021-05-26,2021-06-04,4153.56
INV00918,C016,2021-05-11,2021-06-10,8349.02
INV00919,C017,2021-04-14,2021-05-20,6100.33
INV00920,C018,2021-04-03,2021-05-07,2280.3
INV00921,C018,2021-04-16,2021-05-11,3420.45
INV00922,C025,2021-04-27,2021-05-26,7494.48
INV00923,C027,2021-05-07,2021-06-10,1592.38
INV00924,C027,2021-05-29,2021-06-14,2388.57
INV00925,C029,2021-05-01,2021-05-20,12776.2
INV00926,C032,2021-05-02,2021-06-06,804.59
INV00927,C033,2021-04-27,2021-05-24,8753.59
INV00928,C034,2021-04-20,2021-05-21,1951.37
INV00929,C035,2021-05-09,2021-06-03,3409.17
INV00930,C036,2021-04-27,2021-06-04,6119.11
INV00931,C038,2021-05-04,2021-06-04,7997.13
INV00932,C039,2021-05-10,2021-05-22,1153.57
INV00933,C040,2021-04-24,2021-05-09,625.82
INV00934,C040,2021-04-26,2021-05-13,938.73
INV00935,C041,2021-03-23,2021-05-07,4243.75
INV00936,C044,2021-04-12,2021-05-25,10106.15
INV00937,C045,2021-05-08,2021-06-14,6524.39
INV00938,C046,2021-05-18,2021-06-08,2522.9
INV00939,C046,2021-05-05,2021-06-12,3784.35
INV00940,C047,2021-05-04,2021-05-28,4429.49
INV00941,C050,2021-04-17,2021-05-13,3688.87
INV00942,C050,2021-04-24,2021-05-17,5533.31
INV00943,C051,2021-04-26,2021-05-09,13547.57
INV00944,C053,2021-05-06,2021-05-21,1347.24
INV00945,C057,2021-05-17,2021-06-03,17884.03
INV00946,C057,2021-04-28,2021-06-03,17884.03
INV00947,C076,2021-04-29,2021-06-05,16559.88
INV00948,C077,2021-05-16,2021-06-02,8326.47
INV00949,C078,2021-03-29,2021-05-06,1140.03
INV00950,C084,2021-05-09,2021-05-19,13266.27
INV00951,C087,2021-04-13,2021-05-17,3796.05
INV00952,C087,2021-05-02,2021-05-21,5694.08
INV00953,C096,2021-06-06,2021-06-14,8409.6
INV00954,C097,2021-04-10,2021-05-09,4508.79
INV00955,C097,2021-04-20,2021-05-13,6763.18
INV00956,C098,2021-05-07,2021-05-26,9596.07
INV00957,C002,2021-06-01,2021-06-26,11271.27
INV00958,C003,2021-06-22,2021-07-08,688.7
INV00959,C003,2021-06-06,2021-07-12,1033.04
INV00960,C004,2021-05-12,2021-06-02,3782.74
INV00961,C005,2021-06-11,2021-07-14,1103.25
INV00962,C005,2021-07-07,2021-07-18,1654.88
INV00963,C007,2021-06-09,2021-06-23,3540.24
INV00964,C007,2021-05-19,2021-06-27,5310.36
INV00965,C008,2021-06-09,2021-06-19,9925.3
INV00966,C009,2021-07-06,2021-07-13,3418.15
INV00967,C009,2021-06-23,2021-07-17,5127.23
INV00968,C010,2021-06-04,2021-06-16,8960.66
INV00969,C011,2021-05-13,2021-06-11,11673.47
INV00970,C014,2021-05-24,2021-06-13,7776.07
INV00971,C015,2021-05-19,2021-06-09,2676.12
INV00972,C015,2021-05-02,2021-06-13,4014.17
INV00973,C017,2021-04-26,2021-06-06,4806.62
INV00974,C017,2021-05-17,2021-06-10,7209.94
INV00975,C019,2021-06-04,2021-06-19,6535.82
INV00976,C021,2021-06-23,2021-07-07,6409.44
INV00977,C023,2021-05-16,2021-06-13,9850.92
INV00978,C024,2021-06-09,2021-06-16,4192.42
INV00979,C027,2021-04-26,2021-06-05,6042.9
INV00980,C028,2021-06-15,2021-07-09,11521.8
INV00981,C031,2021-04-27,2021-06-04,2069.58
INV00982,C033,2021-05-30,2021-06-16,13489.44
INV00983,C034,2021-05-28,2021-06-14,771.43
INV00984,C034,2021-05-26,2021-06-18,1157.15
INV00985,C037,2021-06-17,2021-06-25,1920.99
INV00986,C039,2021-05-29,2021-07-03,1454.55
INV00987,C040,2021-05-25,2021-06-02,1751.3
INV00988,C040,2021-05-07,2021-06-02,1751.3
INV00989,C044,2021-05-12,2021-06-04,3393.67
INV00990,C044,2021-05-07,2021-06-08,5090.51
INV00991,C045,2021-06-08,2021-07-14,6747.46
INV00992,C046,2021-05-06,2021-06-04,1787.8
INV00993,C046,2021-05-31,2021-06-08,2681.69
INV00994,C048,2021-06-26,2021-07-09,8866.52
INV00995,C049,2021-05-08,2021-06-09,2468.99
INV00996,C049,2021-05-26,2021-06-13,3703.48
INV00997,C053,2021-06-15,2021-06-23,856.41
INV00998,C053,2021-06-05,2021-06-27,1284.62
INV00999,C057,2021-05-19,2021-06-30,2539.57
INV01000,C061,2021-05-10,2021-06-20,3420.65
INV01001,C063,2021-05-30,2021-07-07,3345.81
INV01002,C064,2021-06-06,2021-07-13,11538.49
INV01003,C077,2021-06-21,2021-06-30,3355.33
INV01004,C081,2021-06-14,2021-07-03,12124.17
INV01005,C085,2021-07-01,2021-07-16,4096.78
INV01006,C001,2021-06-27,2021-07-22,10377.78
INV01007,C002,2021-06-08,2021-07-04,4185.85
INV01008,C002,2021-06-26,2021-07-08,6278.78
INV01009,C003,2021-07-23,2021-08-05,1649.14
INV01010,C004,2021-07-18,2021-08-09,3832.1
INV01011,C005,2021-06-18,2021-07-31,2817.35
INV01012,C006,2021-07-03,2021-07-27,769.53
INV01013,C007,2021-07-08,2021-07-26,3416.72
INV01014,C007,2021-07-01,2021-07-30,5125.09
INV01015,C008,2021-07-13,2021-08-09,4264.76
INV01016,C008,2021-07-03,2021-08-13,6397.13
INV01017,C009,2021-06-04,2021-07-08,3383.58
INV01018,C009,2021-06-06,2021-07-12,5075.37
INV01019,C010,2021-06-05,2021-07-15,8320.14
INV01020,C011,2021-06-25,2021-07-22,9763.22
INV01021,C014,2021-07-12,2021-07-28,11596.99
INV01022,C016,2021-07-07,2021-07-26,8892.43
INV01023,C019,2021-07-27,2021-08-06,8556.35
INV01024,C020,2021-07-26,2021-08-07,1043.51
INV01025,C020,2021-07-28,2021-08-11,1565.27
INV01026,C021,2021-07-24,2021-08-06,3392.03
INV01027,C022,2021-07-21,2021-08-02,9603.16
INV01028,C024,2021-06-09,2021-07-24,7408.51
INV01029,C025,2021-06-21,2021-07-26,11657.24
INV01030,C026,2021-07-06,2021-07-21,1585.67
INV01031,C026,2021-06-18,2021-07-25,2378.5
INV01032,C030,2021-07-11,2021-07-24,4121.9
INV01033,C030,2021-07-16,2021-07-28,6182.85
INV01034,C031,2021-07-27,2021-08-03,2159.68
INV01035,C032,2021-07-19,2021-08-11,311.23
INV01036,C032,2021-07-16,2021-08-15,466.84
INV01037,C033,2021-06-29,2021-08-03,7278.86
