date,client_id,amount,type,category
2020-11-23,C047,8063.97,income,Service
2020-11-23,C047,8063.97,income,Service
2020-11-02,C049,2297.04,income,Partial
2020-11-06,C049,3445.56,income,Partial
2020-11-13,C050,8434.72,income,Service
2020-11-09,C060,5076.09,income,Service
2020-11-10,C065,1822.95,income,Service
2020-12-06,C071,10448.7,income,Service
2020-11-09,C075,6552.98,income,Service
2020-11-12,C082,4851.02,income,UNKNOWN_ERROR
2020-11-16,C082,7276.53,income,Partial
2020-11-30,,4192.7,income,Service
2020-11-18,C088,1057.41,income,Partial
2020-11-22,C088,1586.11,income,UNKNOWN_ERROR
2020-11-03,C089,1260.71,income,Partial
2020-11-07,C089,1891.06,income,Partial
2020-12-12,C100,1278.88,income,Service
2020-12-01,SELF,1200.0,expense,Rent
2020-12-11,SELF,1170.0,expense,Operations
2020-12-28,C001,10764.91,income,Service
2020-12-14,C002,4523.66,income,UNKNOWN_ERROR
2020-12-18,C002,6785.49,income,Partial
2020-12-26,C003,682.37,income,UNKNOWN_ERROR
2020-12-30,C003,1023.55,income,Partial
2021-01-01,C004,4066.62,income,Service
2020-12-08,C005,2733.83,income,Service
2020-12-19,C006,800.14,income,Service
2021-01-07,C007,8658.16,income,Service
2020-12-30,C008,4039.77,income,Partial
2021-01-03,C008,6059.66,income,UNKNOWN_ERROR
2020-12-14,C009,8013.63,income,Service
2021-01-03,C010,3628.86,income,Partial
2021-01-07,C010,5443.28,income,Partial
2021-01-10,C012,5724.66,income,Service
2021-01-07,C016,6855.97,income,Service
2020-12-16,C017,6913.16,income,Service
2020-12-31,C018,10711.78,income,Service
2020-12-30,C020,1522.89,income,Partial
2021-01-03,C020,2284.33,income,Partial
2020-12-17,C022,8532.14,income,Service
2021-01-07,C023,6526.91,income,Service
2020-12-15,C025,7549.77,income,Service
2020-12-20,C026,6513.56,income,Service
2021-01-04,C027,5082.78,income,Service
2020-12-20,C028,8687.12,income,Service
2020-12-06,C029,3886.16,income,Partial
2020-12-10,C029,5829.24,income,Partial
2020-12-26,,6100.84,income,Partial
2020-12-30,C030,9151.25,income,Partial
2020-12-17,C035,2383.8,income,Service
2020-12-03,C036,6644.07,income,Service
2020-12-24,C037,1504.61,income,Service
2021-01-10,C038,8555.4,income,Service
2020-12-03,C039,1603.15,income,Service
2020-12-14,C040,426.07,income,Partial
2020-12-18,C040,639.1,income,Partial
2020-12-28,C041,2719.52,income,Service
2020-12-02,C042,3433.04,income,Partial
2020-12-06,,5149.56,income,Partial
2020-12-14,C044,11423.69,income,Service
2021-01-07,C045,5390.56,income,Service
2020-12-22,C049,3083.14,income,UNKNOWN_ERROR
2020-12-12,C050,2626.49,income,Partial
2020-12-16,C050,3939.74,income,Partial
2021-01-07,C051,2620.2,income,Service
2021-01-08,C055,810.02,income,Partial
2021-01-12,C055,1215.04,income,Partial
2020-12-04,C057,13600.75,income,Service
2021-01-03,C063,2178.4,income,Service
2021-01-05,C064,956.59,income,Partial
2021-01-09,C064,1434.89,income,Partial
2020-12-25,C071,8507.4,income,Service
2020-12-14,C077,2603.15,income,Service
2020-12-02,C078,1720.59,income,Service
2020-12-30,C088,1069.2,income,Partial
2021-01-03,C088,1603.8,income,UNKNOWN_ERROR
2020-12-08,C094,11543.82,income,Service
2021-01-01,,1200.0,expense,UNKNOWN_ERROR
2021-01-08,SELF,4451.0,expense,Operations
2021-01-15,SELF,7627.0,expense,Contractor
2021-01-08,SELF,14066.0,expense,Emergency
2021-02-04,C001,10833.11,income,Service
2021-02-07,C002,10451.01,income,Service
2021-02-01,C003,1670.34,income,Service
2021-01-28,C004,3926.18,income,Service
2021-01-04,C005,2860.71,income,UNKNOWN_ERROR
2021-01-07,C006,821.41,income,Service
2021-02-14,C007,3284.4,income,Partial
2021-02-18,C007,4926.61,income,Partial
2021-01-04,C008,10175.57,income,Service
2021-01-08,C009,3251.78,income,Partial
2021-01-12,C009,4877.67,income,Partial
2021-01-02,C010,8761.44,income,UNKNOWN_ERROR
2021-02-04,C011,4704.66,income,Partial
2021-02-08,C011,7056.99,income,Partial
2021-02-04,C015,2553.09,income,Partial
2021-02-08,C015,3829.64,income,Partial
2021-02-15,,4929.14,income,Service
2021-02-15,C016,4929.14,income,Service
2021-02-07,C017,5455.59,income,Partial
2021-02-11,C017,8183.38,income,Partial
2021-02-09,C018,5255.45,income,Service
2021-01-16,C019,9399.71,income,Service
2021-02-08,,4610.11,income,Service
2021-01-09,,10609.18,income,Service
2021-01-28,C027,3684.73,income,UNKNOWN_ERROR
2021-01-15,C028,3236.61,income,Partial
2021-01-19,C028,4854.91,income,Partial
2021-01-10,,11788.38,income,Service
2021-01-25,C031,2064.68,income,Service
2021-01-19,C032,342.22,income,Partial
2021-01-23,C032,513.33,income,Partial
2021-01-17,,12406.08,income,Service
2021-01-07,C034,1180.19,income,Service
2021-02-02,C035,2897.74,income,Service
2021-02-12,C036,8087.16,income,Service
2021-01-22,C038,5055.11,income,Service
2021-02-06,,1066.95,income,Service
2021-01-12,C043,1626.04,income,Service
2021-02-15,C045,8516.02,income,Service
2021-02-04,C047,7823.24,income,Service
2021-01-03,,9339.26,income,UNKNOWN_ERROR
2021-01-23,C049,2108.49,income,Partial
2021-01-27,C049,3162.74,income,Partial
2021-01-20,C050,4619.76,income,UNKNOWN_ERROR
2021-01-24,C050,6929.64,income,UNKNOWN_ERROR
2021-01-19,C055,663.45,income,Service
2021-01-17,C057,15697.12,income,Service
2021-01-17,C057,15697.12,income,Service
2021-01-16,C059,14115.36,income,Service
2021-01-31,C065,1972.74,income,Service
2021-02-10,C080,2523.65,income,Service
2021-02-07,C083,3245.6,income,Partial
2021-02-11,,4868.41,income,Partial
2021-01-19,C087,1140.06,income,UNKNOWN_ERROR
2021-01-23,C087,1710.08,income,Partial
2021-02-01,C091,486.37,income,Partial
2021-02-05,C091,729.56,income,Partial
2021-01-24,C093,4232.43,income,Service
2021-01-18,C095,208.28,income,Partial
2021-01-22,C095,312.41,income,Partial
2021-01-28,C099,17492.52,income,Service
2021-02-01,SELF,1200.0,expense,Rent
2021-02-11,SELF,1626.0,expense,Operations
2021-03-09,C001,10449.63,income,Service
2021-03-04,C002,10764.29,income,Service
2021-03-06,C003,1628.8,income,Service
2021-02-11,,1522.69,income,Partial
2021-02-15,C004,2284.03,income,Partial
2021-02-28,C005,1117.63,income,Partial
2021-03-04,C005,1676.45,income,Partial
2021-02-28,C006,811.06,income,Service
2021-02-08,C007,8835.46,income,Service
2021-02-26,C008,10728.55,income,Service
2021-02-27,C009,3233.04,income,Partial
2021-03-03,C009,4849.56,income,Partial
2021-02-08,C010,8427.17,income,Service
2021-02-14,C012,6654.33,income,Service
2021-03-04,C013,538.39,income,Partial
2021-03-08,C013,807.59,income,Partial
2021-03-18,C015,5792.24,income,Service
2021-03-15,C016,7607.24,income,Service
2021-03-16,C021,5007.2,income,Service
2021-02-09,C024,3089.71,income,Partial
2021-02-13,C024,4634.57,income,Partial
2021-02-21,C025,8325.48,income,Service
2021-03-04,C026,8184.89,income,Service
2021-02-18,C027,3249.76,income,Service
2021-02-09,C028,2649.22,income,Partial
2021-02-13,C028,3973.84,income,Partial
2021-02-04,C029,12118.81,income,Service
2021-02-13,C031,1681.92,income,Service
2021-03-14,C033,11606.81,income,Service
2021-03-04,C034,1710.84,income,Service
2021-02-13,,3806.18,income,Service
2021-02-28,C036,6641.38,income,Service
2021-02-24,C037,2183.9,income,Service
2021-02-07,C039,1331.05,income,Service
2021-03-06,C042,2852.72,income,UNKNOWN_ERROR
2021-03-10,C042,4279.07,income,Partial
2021-03-09,C045,2931.12,income,Partial
2021-03-13,C045,4396.68,income,Partial
2021-02-15,C046,2507.11,income,Partial
2021-02-19,C046,3760.66,income,Partial
2021-02-03,C047,1721.64,income,Partial
2021-02-07,C047,2582.46,income,Partial
2021-03-01,C048,7939.73,income,Service
2021-02-16,C049,2903.26,income,Service
2021-03-06,C050,12708.16,income,Service
2021-02-08,C053,976.31,income,Service
2021-02-27,C054,2825.16,income,UNKNOWN_ERROR
2021-03-07,C058,1063.73,income,Partial
2021-03-11,C058,1595.59,income,Partial
2021-03-13,,5350.06,income,UNKNOWN_ERROR
2021-02-17,C064,12561.12,income,Service
2021-03-02,C067,3515.79,income,Partial
2021-03-06,C067,5273.68,income,Partial
2021-02-03,C070,2992.26,income,UNKNOWN_ERROR
2021-02-11,,4407.94,income,Service
2021-02-03,C074,5459.63,income,Service
2021-02-04,C076,6273.32,income,Partial
2021-02-08,C076,9409.98,income,Partial
2021-03-14,C077,2384.75,income,Service
2021-02-15,C080,3512.42,income,Partial
2021-02-19,C080,5268.63,income,UNKNOWN_ERROR
2021-03-10,C083,2802.81,income,Partial
2021-03-14,C083,4204.21,income,Partial
2021-02-08,C085,1236.33,income,Service
2021-03-06,C088,283.77,income,Partial
2021-03-10,C088,425.65,income,Partial
2021-03-08,C096,5840.57,income,Service
2021-02-16,C099,17096.34,income,Service
2021-03-01,SELF,1200.0,expense,Rent
2021-03-15,SELF,3459.0,expense,Operations
2021-03-08,C001,11167.09,income,UNKNOWN_ERROR
2021-03-16,C002,10841.15,income,Service
2021-04-03,C003,693.03,income,Partial
2021-04-07,C003,1039.54,income,UNKNOWN_ERROR
2021-03-23,C004,1582.06,income,Partial
2021-03-27,C004,2373.09,income,Partial
2021-04-04,C005,2776.85,income,Service
2021-03-25,C006,782.81,income,Service
2021-03-21,C007,8618.75,income,Service
2021-04-01,C008,10623.9,income,Service
2021-04-04,C009,3365.92,income,UNKNOWN_ERROR
2021-04-08,C009,5048.87,income,Partial
2021-03-23,C010,8508.15,income,Service
2021-03-04,C012,4857.9,income,UNKNOWN_ERROR
2021-03-08,,7286.85,income,Partial
2021-03-14,C014,13018.48,income,Service
2021-03-10,C017,7488.1,income,Service
2021-04-07,C018,2417.3,income,Partial
2021-04-11,C018,3625.95,income,Partial
2021-03-14,C020,4160.47,income,Service
2021-03-22,C023,12190.27,income,Service
2021-04-12,C025,11942.91,income,Service
2021-03-31,C026,5596.6,income,Service
2021-03-12,C027,4559.04,income,Service
2021-04-01,,4470.94,income,UNKNOWN_ERROR
2021-04-05,C029,6706.41,income,Partial
2021-03-22,C030,7089.34,income,Service
2021-04-06,C031,1450.38,income,Service
2021-03-04,C032,1300.39,income,Service
2021-03-15,C034,686.81,income,Partial
2021-03-19,C034,1030.21,income,Partial
2021-04-13,C035,3963.84,income,Service
2021-04-12,C036,9951.13,income,Service
2021-03-14,C037,1034.86,income,Partial
2021-03-18,C037,1552.3,income,UNKNOWN_ERROR
2021-03-10,C038,4335.2,income,Partial
2021-03-14,C038,6502.8,income,Partial
2021-03-10,C038,10838.01,income,Service
2021-03-10,C040,1310.37,income,Service
2021-04-11,C041,1258.0,income,Partial
2021-04-15,C041,1887.01,income,Partial
2021-03-12,C042,6738.21,income,Service
2021-03-08,C043,715.4,income,Partial
2021-03-12,C043,1073.1,income,Partial
2021-04-05,C045,4565.46,income,Partial
2021-04-09,C045,6848.19,income,Partial
2021-03-13,C046,3257.39,income,Partial
2021-03-17,C046,4886.08,income,Partial
2021-03-11,,5959.77,income,Service
2021-03-03,C059,11428.9,income,Service
2021-03-26,C062,944.59,income,Partial
2021-03-30,C062,1416.89,income,Partial
2021-04-14,C069,2201.25,income,Service
2021-03-13,C073,16301.37,income,Service
2021-03-27,C082,9867.88,income,Service
2021-03-06,C085,7693.56,income,Service
2021-04-04,C093,9450.71,income,UNKNOWN_ERROR
2021-03-13,C094,12229.08,income,Service
2021-03-11,C095,1855.22,income,Service
2021-04-03,C096,1932.03,income,Partial
2021-04-07,C096,2898.04,income,Partial
2021-03-24,C098,7496.64,income,Service
2021-04-01,SELF,1200.0,expense,Rent
2021-04-06,SELF,1431.0,expense,Operations
2021-04-02,C002,11019.3,income,Service
2021-04-18,C003,1611.78,income,Service
2021-04-14,C004,4017.93,income,Service
2021-04-12,C005,2836.5,income,Service
2021-04-04,C006,775.67,income,Service
2021-04-07,C007,3291.85,income,Partial
2021-04-11,,4937.78,income,Partial
2021-04-27,C008,9831.31,income,UNKNOWN_ERROR
2021-04-09,C009,8642.17,income,Service
2021-04-03,C010,8643.25,income,Service
2021-04-22,C012,8557.88,income,UNKNOWN_ERROR
2021-04-12,C016,6776.61,income,Service
2021-05-12,C019,5986.05,income,Service
2021-04-29,C021,2995.24,income,Service
2021-05-05,C023,9182.04,income,Service
2021-04-11,C024,5764.84,income,Service
2021-05-07,C025,4782.51,income,UNKNOWN_ERROR
2021-05-11,C025,7173.77,income,Partial
2021-04-29,C028,9634.44,income,Service
2021-04-29,C028,9634.44,income,Service
2021-04-27,C029,9516.4,income,Service
2021-04-14,C030,14671.2,income,Service
2021-05-11,C033,12612.85,income,Service
2021-04-27,C036,10787.57,income,Service
2021-04-07,C038,10593.88,income,Service
2021-04-26,C040,1148.36,income,Service
2021-05-11,C041,3242.63,income,Service
2021-05-11,C043,2303.11,income,Service
2021-04-20,C044,10355.08,income,Service
2021-04-08,C046,7728.46,income,Service
2021-04-09,C048,3569.72,income,Partial
2021-04-13,C048,5354.58,income,Partial
2021-04-09,C048,8924.31,income,Service
2021-04-14,C050,13070.98,income,Service
2021-05-15,C054,1861.12,income,Service
2021-04-26,C062,3522.1,income,UNKNOWN_ERROR
2021-04-04,C064,11399.35,income,Service
2021-04-25,C065,693.29,income,Service
2021-04-18,C068,7189.88,income,Service
2021-05-16,C073,9142.53,income,Service
2021-05-09,C075,15416.29,income,Service
2021-04-11,C078,788.97,income,Service
2021-04-30,C081,5417.81,income,Service
2021-04-18,C084,9064.54,income,Service
2021-05-16,C087,5632.39,income,Service
2021-04-06,C089,12155.9,income,Service
2021-05-14,C092,688.91,income,UNKNOWN_ERROR
2021-05-18,C092,1033.37,income,Partial
2021-05-14,C092,1722.28,income,Service
2021-04-17,C093,1291.44,income,UNKNOWN_ERROR
2021-04-21,C093,1937.16,income,UNKNOWN_ERROR
2021-05-12,C096,7239.96,income,Service
2021-05-12,C097,3812.55,income,Partial
2021-05-16,C097,5718.83,income,Partial
2021-05-12,C097,9531.38,income,Service
2021-05-01,SELF,1200.0,expense,Rent
2021-05-06,,3259.0,expense,Operations
2021-05-10,SELF,3797.0,expense,Contractor
2021-06-12,,10524.46,income,Service
2021-06-13,C002,10429.11,income,Service
2021-05-23,C003,1615.83,income,UNKNOWN_ERROR
2021-05-31,C004,1606.41,income,Partial
2021-06-04,C004,2409.62,income,Partial
2021-05-13,C005,1135.07,income,Partial
2021-05-17,C005,1702.61,income,Partial
2021-05-20,C006,790.6,income,UNKNOWN_ERROR
2021-05-12,C007,3546.25,income,Partial
2021-05-16,C007,5319.38,income,Partial
2021-05-10,C008,10587.26,income,Service
2021-05-28,C009,8390.78,income,Service
2021-05-13,C010,8403.41,income,Service
2021-06-02,,7369.66,income,Service
2021-05-31,C015,2769.04,income,Partial
2021-06-04,C015,4153.56,income,Partial
2021-06-10,C016,8349.02,income,Service
2021-05-20,C017,6100.33,income,Service
2021-05-07,C018,2280.3,income,Partial
2021-05-11,C018,3420.45,income,Partial
2021-05-26,C025,7494.48,income,Service
2021-06-10,C027,1592.38,income,Partial
2021-06-14,C027,2388.57,income,Partial
2021-05-20,C029,12776.2,income,Service
2021-06-06,C032,804.59,income,Service
2021-05-24,C033,8753.59,income,Service
2021-05-21,C034,1951.37,income,Service
2021-06-03,C035,3409.17,income,Service
2021-06-04,C036,6119.11,income,Service
2021-06-04,C038,7997.13,income,Service
2021-05-22,C039,1153.57,income,Service
2021-05-09,C040,625.82,income,Partial
2021-05-13,C040,938.73,income,Partial
2021-05-07,C041,4243.75,income,Service
2021-05-09,,1767.12,income,Service
2021-05-25,C044,10106.15,income,Service
2021-06-14,C045,6524.39,income,UNKNOWN_ERROR
2021-06-08,C046,2522.9,income,Partial
2021-06-12,C046,3784.35,income,Partial
2021-05-28,C047,4429.49,income,Service
2021-05-13,C050,3688.87,income,Partial
2021-05-17,C050,5533.31,income,Partial
2021-05-09,C051,13547.57,income,Service
2021-05-21,C053,1347.24,income,Service
2021-06-03,C057,17884.03,income,Service
2021-06-03,C057,17884.03,income,Service
2021-05-06,,10102.83,income,Service
2021-06-05,C076,16559.88,income,Service
2021-06-02,C077,8326.47,income,Service
2021-05-06,C078,1140.03,income,Service
2021-05-19,C084,13266.27,income,Service
2021-05-17,C087,3796.05,income,Partial
2021-05-21,C087,5694.08,income,Partial
2021-06-14,C096,8409.6,income,Service
2021-05-09,C097,4508.79,income,UNKNOWN_ERROR
2021-05-13,C097,6763.18,income,Partial
2021-05-26,C098,9596.07,income,Service
2021-06-01,SELF,1200.0,expense,Rent
2021-06-05,SELF,1490.0,expense,Operations
2021-06-07,,11270.21,income,Service
2021-06-26,C002,11271.27,income,Service
2021-07-08,C003,688.7,income,Partial
2021-07-12,C003,1033.04,income,Partial
2021-06-02,C004,3782.74,income,Service
2021-07-14,C005,1103.25,income,Partial
2021-07-18,C005,1654.88,income,Partial
2021-06-23,C007,3540.24,income,Partial
2021-06-27,C007,5310.36,income,Partial
2021-06-19,C008,9925.3,income,Service
2021-07-13,C009,3418.15,income,Partial
2021-07-17,C009,5127.23,income,Partial
2021-06-16,C010,8960.66,income,Service
2021-06-11,C011,11673.47,income,UNKNOWN_ERROR
2021-06-13,C014,7776.07,income,Service
2021-06-09,C015,2676.12,income,Partial
2021-06-13,C015,4014.17,income,Partial
2021-06-06,C017,4806.62,income,Partial
2021-06-10,C017,7209.94,income,Partial
2021-06-19,C019,6535.82,income,Service
2021-07-07,C021,6409.44,income,Service
2021-06-13,C023,9850.92,income,Service
2021-06-16,C024,4192.42,income,Service
2021-07-14,,7886.23,income,Service
2021-06-05,C027,6042.9,income,Service
2021-07-09,C028,11521.8,income,Service
2021-07-13,,11076.69,income,Service
2021-06-04,C031,2069.58,income,Service
2021-06-16,C033,13489.44,income,Service
2021-06-14,C034,771.43,income,Partial
2021-06-18,C034,1157.15,income,Partial
2021-06-25,C037,1920.99,income,Service
2021-07-06,,5639.02,income,Service
2021-07-03,C039,1454.55,income,Service
2021-06-02,C040,1751.3,income,Service
2021-06-02,C040,1751.3,income,Service
2021-06-04,C044,3393.67,income,Partial
2021-06-08,C044,5090.51,income,Partial
2021-07-14,C045,6747.46,income,Service
2021-06-04,C046,1787.8,income,Partial
2021-06-08,C046,2681.69,income,Partial
2021-07-09,C048,8866.52,income,UNKNOWN_ERROR
2021-06-09,C049,2468.99,income,Partial
2021-06-13,C049,3703.48,income,Partial
2021-06-23,C053,856.41,income,UNKNOWN_ERROR
2021-06-27,C053,1284.62,income,Partial
2021-06-30,C057,2539.57,income,UNKNOWN_ERROR
2021-06-20,C061,3420.65,income,Service
2021-07-07,C063,3345.81,income,Service
2021-07-13,C064,11538.49,income,Service
2021-06-15,,3301.45,income,Service
2021-06-30,C077,3355.33,income,Service
2021-07-03,C081,12124.17,income,Service
2021-07-16,C085,4096.78,income,Service
2021-07-01,SELF,1200.0,expense,UNKNOWN_ERROR
2021-07-07,SELF,3312.0,expense,Operations
2021-07-22,C001,10377.78,income,Service
2021-07-04,C002,4185.85,income,Partial
2021-07-08,C002,6278.78,income,Partial
2021-08-05,C003,1649.14,income,Service
2021-08-09,C004,3832.1,income,Service
2021-07-31,C005,2817.35,income,Service
2021-07-27,C006,769.53,income,Service
2021-07-26,C007,3416.72,income,Partial
2021-07-30,C007,5125.09,income,Partial
2021-08-09,C008,4264.76,income,Partial
2021-08-13,C008,6397.13,income,Partial
2021-07-08,C009,3383.58,income,Partial
2021-07-12,C009,5075.37,income,Partial
2021-07-15,C010,8320.14,income,Service
2021-07-22,C011,9763.22,income,UNKNOWN_ERROR
2021-07-28,C014,11596.99,income,UNKNOWN_ERROR
2021-07-26,C016,8892.43,income,Service
2021-08-06,C019,8556.35,income,Service
2021-08-07,C020,1043.51,income,Partial
2021-08-11,C020,1565.27,income,Partial
2021-08-06,C021,3392.03,income,Service
2021-08-02,C022,9603.16,income,Service
2021-07-24,C024,7408.51,income,Service
2021-07-26,C025,11657.24,income,Service
2021-07-21,C026,1585.67,income,Partial
2021-07-25,C026,2378.5,income,Partial
2021-07-24,C030,4121.9,income,Partial
2021-07-28,C030,6182.85,income,Partial
2021-08-03,C031,2159.68,income,Service
2021-08-11,C032,311.23,income,Partial
2021-08-15,C032,466.84,income,Partial
2021-08-03,C033,7278.86,income,Service
2021-08-13,C034,1674.03,income,Service
2021-07-06,C036,7795.96,income,Service
2021-07-15,C037,1409.48,income,Service
2021-07-04,C038,3146.43,income,Partial
2021-07-08,C038,4719.65,income,Partial
2021-08-07,C039,942.9,income,Service
2021-07-05,C040,2090.24,income,Service
2021-08-15,C042,6647.12,income,Service
2021-08-11,C043,1782.42,income,Service
2021-07-05,C048,10241.19,income,Service
2021-08-09,C049,4788.53,income,Service
2021-07-15,C050,5871.29,income,Service
2021-07-12,C051,12199.86,income,Service
2021-08-03,C054,5986.91,income,Service
2021-07-16,C059,4819.56,income,Service
2021-08-05,C060,4844.05,income,Service
2021-07-25,C061,3359.72,income,Service
2021-08-12,C062,8476.03,income,Service
2021-07-21,C068,8217.0,income,Service
2021-08-03,C072,329.71,income,Partial
2021-08-07,C072,494.56,income,Partial
2021-07-09,C073,7214.39,income,Service
2021-07-05,C074,16429.7,income,Service
2021-07-17,C077,1588.51,income,Service
2021-07-27,C078,3150.41,income,Service
2021-07-20,C081,3821.87,income,Service
2021-07-04,C082,8800.62,income,Service
2021-07-10,C084,6405.48,income,Service
2021-07-24,C091,1321.52,income,Service
2021-07-15,C093,2692.71,income,UNKNOWN_ERROR
2021-07-19,C093,4039.06,income,Partial
2021-07-18,C094,3248.77,income,Partial
2021-07-22,C094,4873.15,income,Partial
2021-07-18,C094,8121.92,income,Service
2021-07-22,C095,228.85,income,Partial
2021-07-26,C095,343.28,income,Partial
2021-08-01,SELF,1200.0,expense,Rent
2021-08-09,SELF,1652.0,expense,Operations
2021-08-04,C001,4499.24,income,Partial
2021-08-08,,6748.87,income,Partial
2021-09-12,C002,10510.3,income,Service
2021-08-24,C003,1708.4,income,Service
2021-08-30,C004,3733.82,income,Service
2021-08-19,C005,1066.56,income,Partial
2021-08-23,C005,1599.84,income,Partial
2021-08-08,C006,827.8,income,Service
2021-08-08,C007,8792.11,income,UNKNOWN_ERROR
2021-09-15,C009,8391.02,income,Service
2021-08-15,,9011.58,income,Service
2021-09-05,C015,4343.88,income,Service
2021-08-22,C017,3484.14,income,Partial
2021-08-26,,5226.21,income,UNKNOWN_ERROR
2021-08-29,C018,6179.89,income,Service
2021-08-04,C019,4778.0,income,Service
2021-09-13,C020,3449.19,income,Service
2021-08-25,C021,1297.94,income,Partial
2021-08-29,C021,1946.91,income,Partial
2021-09-12,C023,10069.24,income,Service
2021-09-14,,7913.49,income,UNKNOWN_ERROR
2021-08-12,C025,6481.06,income,Service
2021-08-15,C027,4670.35,income,Service
2021-08-21,C028,6140.32,income,UNKNOWN_ERROR
2021-08-17,C030,10697.25,income,Service
2021-08-24,C031,1968.32,income,Service
2021-09-12,C035,3190.75,income,UNKNOWN_ERROR
2021-08-20,C038,3522.69,income,Partial
2021-08-24,C038,5284.04,income,Partial
2021-09-09,C039,693.71,income,Partial
2021-09-13,C039,1040.57,income,Partial
2021-08-08,C040,799.8,income,Partial
2021-08-12,C040,1199.7,income,Partial
2021-08-20,C041,1696.24,income,Partial
2021-08-24,C041,2544.37,income,Partial
2021-08-02,C042,12333.74,income,Service
2021-08-05,C045,5682.83,income,Service
2021-08-25,C046,9004.16,income,Service
2021-08-29,C048,5972.83,income,Service
2021-08-23,C049,2569.61,income,Partial
2021-08-27,C049,3854.41,income,Partial
2021-09-10,C050,2894.18,income,Partial
2021-09-14,C050,4341.27,income,Partial
2021-09-15,C053,1917.57,income,Service
2021-08-23,C055,797.38,income,Service
2021-09-07,C062,3432.63,income,Partial
2021-09-11,C062,5148.94,income,Partial
2021-09-02,C064,12393.18,income,Service
2021-08-18,C068,7986.85,income,Service
2021-08-18,C068,7986.85,income,Service
2021-08-07,C069,659.07,income,UNKNOWN_ERROR
2021-09-07,C076,17980.23,income,Service
2021-08-14,C077,1514.0,income,Service
2021-08-19,C079,2651.49,income,Partial
2021-08-23,C079,3977.23,income,UNKNOWN_ERROR
2021-08-02,C080,4476.29,income,Service
2021-08-22,,2844.11,income,UNKNOWN_ERROR
2021-08-30,C088,1903.94,income,Service
2021-09-04,C095,1215.68,income,Service
2021-09-01,SELF,1200.0,expense,UNKNOWN_ERROR
2021-09-10,SELF,3547.0,expense,Operations
2021-09-19,C001,4390.33,income,UNKNOWN_ERROR
2021-09-23,C001,6585.49,income,Partial
2021-09-19,C002,10744.96,income,Service
2021-10-15,C003,647.46,income,UNKNOWN_ERROR
2021-10-19,C003,971.19,income,Partial
2021-09-09,C004,3770.19,income,Service
2021-09-14,C005,2657.9,income,Service
2021-10-12,C006,808.14,income,Service
2021-10-12,C008,4023.62,income,Partial
2021-10-16,,6035.43,income,Partial
2021-09-03,C009,3510.79,income,Partial
2021-09-07,C009,5266.19,income,Partial
2021-09-30,C010,8611.06,income,Service
2021-09-15,C011,8503.73,income,UNKNOWN_ERROR
2021-10-10,C012,7906.76,income,Service
2021-09-16,C016,8528.22,income,Service
2021-10-16,C021,6127.0,income,Service
2021-09-06,C022,1978.96,income,Partial
2021-09-10,C022,2968.44,income,Partial
2021-09-09,C023,13665.86,income,Service
2021-10-10,C024,3839.25,income,UNKNOWN_ERROR
2021-09-09,C026,5443.59,income,Service
2021-09-03,C031,1841.47,income,Service
2021-09-18,C033,6798.9,income,Service
2021-10-14,C034,2468.28,income,Service
2021-10-14,C034,2468.28,income,Service
2021-09-15,C035,3209.23,income,UNKNOWN_ERROR
2021-09-22,C036,2605.52,income,Partial
2021-09-26,C036,3908.28,income,Partial
2021-09-30,C037,552.07,income,Partial
2021-10-04,C037,828.1,income,Partial
2021-09-18,C038,4826.56,income,Service
2021-10-03,C040,2223.98,income,UNKNOWN_ERROR
2021-09-02,C042,10173.48,income,Service
2021-10-08,C043,2874.01,income,Service
2021-10-16,C044,8346.18,income,Service
2021-09-12,C045,10399.05,income,Service
2021-10-07,C046,5093.84,income,UNKNOWN_ERROR
2021-09-06,C047,6442.71,income,Service
2021-09-25,C049,3381.7,income,Service
2021-09-14,C050,12195.69,income,Service
2021-10-15,C058,10945.43,income,Service
2021-09-21,C061,2316.36,income,Service
2021-10-14,C065,1160.44,income,UNKNOWN_ERROR
2021-09-25,C066,5407.78,income,Partial
2021-09-29,C066,8111.66,income,Partial
2021-09-24,C068,6473.63,income,Service
2021-09-04,C070,11521.63,income,UNKNOWN_ERROR
2021-10-08,C073,15051.61,income,Service
2021-10-10,C074,3320.55,income,Partial
2021-10-14,C074,4980.82,income,Partial
2021-10-13,,10366.61,income,UNKNOWN_ERROR
2021-10-08,C082,2771.04,income,Partial
2021-10-12,C082,4156.55,income,Partial
2021-09-26,C086,5176.19,income,Service
2021-10-12,C089,2885.09,income,Service
2021-09-22,C091,545.72,income,Service
2021-10-08,C092,1807.96,income,Service
2021-10-08,C092,1807.96,income,Service
2021-09-27,C098,993.57,income,Partial
2021-10-01,C098,1490.35,income,Partial
2021-10-01,SELF,1200.0,expense,Rent
2021-10-10,SELF,2246.0,expense,Operations
2021-10-09,C001,10302.06,income,Service
2021-10-03,C003,1649.77,income,Service
2021-10-02,C004,3961.51,income,Service
2021-10-03,C005,2738.15,income,Service
2021-11-06,C006,819.67,income,Service
2021-11-14,C007,8441.3,income,UNKNOWN_ERROR
2021-10-23,C008,4209.5,income,Partial
2021-10-27,C008,6314.25,income,UNKNOWN_ERROR
2021-10-19,C010,3525.82,income,Partial
2021-10-23,C010,5288.73,income,Partial
2021-11-08,C012,3959.9,income,Partial
2021-11-12,C012,5939.85,income,Partial
